feature,mean,scale
Coef_111,-0.0063378874172185422,0.003634679839682443
Coef_112,0.010430423841059603,0.0032699442831737582
Coef_113,-0.0036049437086092713,0.003210960623547158
Coef_114,-0.0033492947019867552,0.0067287061878803719
Coef_115,-0.0008102781456953643,0.0023060459742203221
Coef_116,0.0052865894039735096,0.0033930390590997425
Coef_117,-0.0031962218543046361,0.0037552428780702352
Coef_118,-0.0042812218543046357,0.0035731815762158636
Coef_119,0.0063800099337748342,0.003869024893397448
Coef_120,0.011682824503311259,0.0049597619674573773
Coef_121,0.0033061324503311255,0.0037306406648907344
Coef_122,0.00072557284768211923,0.0041439789537588778
Coef_123,0.0084724304635761579,0.0049030764170187018
Coef_124,-0.006434784768211921,0.0040129095598822658
Coef_125,0.0036210927152317877,0.0039433998036302936
Coef_126,-0.0066595728476821197,0.0050262208005701411
Coef_127,0.010709586092715231,0.0036642916444837026
Coef_128,-0.0013904536423841058,0.0045271867983830332
Coef_129,-0.005992271523178808,0.0057392776496280615
Coef_130,0.0079577615894039725,0.0051671421312063344
Coef_131,-0.0030443576158940399,0.0050064696968775569
Coef_132,0.0028764966887417217,0.0063760182470782752
Coef_133,-0.0082741589403973505,0.0058662169935826229
Coef_134,-0.0025018543046357615,0.0044228330480389879
Coef_135,0.007156738410596027,0.0063884558245556854
Coef_136,0.0053042748344370857,0.0069377976442775305
Coef_137,-0.002955943708609271,0.0060467944597574295
Coef_138,-0.0016574668874172187,0.0063765743577797549
Coef_139,-0.015292327814569536,0.005939513693537242
Coef_140,-0.0044983344370860927,0.0058271029098452224
Coef_141,-0.010167996688741722,0.00527133874541024
Coef_142,-0.0076972251655629135,0.0078985741953951031
Coef_143,0.0026408013245033113,0.008398917773252251
Coef_144,0.00019617549668874172,0.0060308418777123588
Coef_145,-0.00024666556291390692,0.0092620490701332304
Coef_146,0.00013092384105960257,0.0095160224827157067
Coef_147,-0.0026528874172185432,0.0061235900542809061
Coef_148,-0.00081334437086092706,0.001869661459763222
Coef_149,5.1231788079470224e-05,0.0018844183441962033
Coef_150,-7.6754966887417462e-06,0.0029460077173789857
Coef_151,0.00057102317880794711,0.0035296985739070624
Coef_152,0.00088505960264900654,0.0028200603411227482
Coef_153,-0.0027091125827814568,0.0041376953386881854
Coef_154,0.00085234768211920535,0.0020680081440248017
Coef_155,-0.0028946192052980136,0.0027235626570814146
Coef_156,0.0020737814569536423,0.0031809632197212006
Coef_157,0.0011354370860927154,0.0028249948650862526
Coef_158,0.0017602284768211921,0.0026703976569930252
Coef_159,0.0020729238410596026,0.0035921868771578384
Coef_160,9.381125827814567e-05,0.0025396258929805174
Coef_161,-0.0028135827814569536,0.0026992042741048527
Coef_162,-0.0013143278145695363,0.0040713833650395034
Coef_163,-0.0013257284768211921,0.0034165453029441693
Coef_164,-0.0014991655629139073,0.0037922673597144772
Coef_165,-0.0070019768211920528,0.0047448255841459602
Coef_166,-0.0023576523178807946,0.0031837275897714794
Coef_167,0.0065549999999999992,0.0033862991862515556
Coef_168,0.0028866456953642382,0.004144900186964541
Coef_169,-0.00010609271523178807,0.0034846269610431832
Coef_170,-0.002713566225165563,0.0031387145469449164
Coef_171,-0.0022204966887417218,0.0042975501389755652
Coef_172,-0.0056721092715231788,0.003630245480632011
Coef_173,-0.0021128278145695367,0.0031799966559638987
Coef_174,-0.0091096258278145683,0.004582483849130823
Coef_175,0.0025222251655629135,0.0040320635608298624
Coef_176,0.0025380033112582779,0.0048330493202301504
Coef_177,0.0082234966887417202,0.0048719974878392762
Coef_178,0.0049001655629139079,0.0042036216527036527
Coef_179,-0.0074929602649006621,0.004557306166488034
Coef_180,0.0015368410596026491,0.0042258152441924397
Coef_181,0.0081757483443708617,0.0052883427156710733
