Protocol,Side,Model,Seed,TestAccuracy,TestBalancedAccuracy,TestSensitivity,TestSpecificity,TestF1Macro,TestROCAUC,TestPRAUC,RunDir
between_class,left,SVM,42,0.8378378378378378,0.813301282051282,0.7307692307692307,0.8958333333333334,0.8187755102040817,0.8774038461538461,0.8389113510745776,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\SVM\seed_42
between_class,left,SVM,123,0.8378378378378378,0.813301282051282,0.7307692307692307,0.8958333333333334,0.8187755102040817,0.8774038461538461,0.8389113510745776,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\SVM\seed_123
between_class,left,SVM,2026,0.8378378378378378,0.813301282051282,0.7307692307692307,0.8958333333333334,0.8187755102040817,0.8774038461538461,0.8389113510745776,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\SVM\seed_2026
between_class,left,MLP,42,0.7702702702702703,0.7612179487179487,0.7307692307692307,0.7916666666666666,0.75405669599218,0.858974358974359,0.8345245598616936,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\MLP\seed_42
between_class,left,MLP,123,0.8108108108108109,0.8100961538461539,0.8076923076923077,0.8125,0.798913043478261,0.8725961538461537,0.8453685779197376,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\MLP\seed_123
between_class,left,MLP,2026,0.7837837837837838,0.780448717948718,0.7692307692307693,0.7916666666666666,0.7701863354037266,0.8677884615384616,0.8583465852857675,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\MLP\seed_2026
between_class,left,ResNet,42,0.6081081081081081,0.5568910256410257,0.38461538461538464,0.7291666666666666,0.5576169861884148,0.5705128205128206,0.4367045213166416,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\ResNet\seed_42
between_class,left,ResNet,123,0.5675675675675675,0.5256410256410257,0.38461538461538464,0.6666666666666666,0.5256410256410257,0.5753205128205128,0.4166337243434698,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\ResNet\seed_123
between_class,left,ResNet,2026,0.6621621621621622,0.625,0.5,0.75,0.6260359814028704,0.7083333333333333,0.6065754612670348,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\ResNet\seed_2026
between_class,left,ResNetAE,42,0.581081081081081,0.5360576923076923,0.38461538461538464,0.6875,0.5362846169395593,0.6322115384615385,0.5271732008736026,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\ResNetAE\seed_42
between_class,left,ResNetAE,123,0.6351351351351351,0.5953525641025641,0.46153846153846156,0.7291666666666666,0.5961188599151002,0.5977564102564102,0.476735668839363,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\ResNetAE\seed_123
between_class,left,ResNetAE,2026,0.6486486486486487,0.5969551282051282,0.4230769230769231,0.7708333333333334,0.5991666666666666,0.6426282051282051,0.5153872984262099,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\ResNetAE\seed_2026
between_class,left,MobileNet,42,0.5945945945945946,0.5200320512820513,0.2692307692307692,0.7708333333333334,0.5148601398601399,0.5568910256410257,0.4051345647726845,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\MobileNet\seed_42
between_class,left,MobileNet,123,0.6891891891891891,0.6105769230769231,0.34615384615384615,0.875,0.6120355596079325,0.6610576923076923,0.547365652719568,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\MobileNet\seed_123
between_class,left,MobileNet,2026,0.6891891891891891,0.6370192307692308,0.46153846153846156,0.8125,0.6414577627975564,0.6466346153846154,0.5813749696367095,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\MobileNet\seed_2026
between_class,left,SqueezeNet,42,0.5945945945945946,0.6081730769230769,0.6538461538461539,0.5625,0.5870535714285714,0.5657051282051282,0.41775076825928015,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\SqueezeNet\seed_42
between_class,left,SqueezeNet,123,0.5540540540540541,0.515224358974359,0.38461538461538464,0.6458333333333334,0.514995034756703,0.5120192307692308,0.3955317702779656,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\SqueezeNet\seed_123
between_class,left,SqueezeNet,2026,0.6216216216216216,0.5673076923076923,0.38461538461538464,0.75,0.5683333333333332,0.532051282051282,0.4045611471738254,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\between_class\left\SqueezeNet\seed_2026
